2492,1,1
2522,1,1
2523,1,1
2541,1,1
2544,1,1
2561,1,1
2578,1,1
2579,1,1
2593,1,1
2594,1,1
2604,1,1
2605,1,1
2620,1,1
2623,1,1
2624,1,1
2625,0,1
2661,1,1
2662,1,1
2663,0,1
2694,1,1
2696,1,1
2697,1,1
2698,1,1
2699,1,1
2700,1,1
2717,1,1
2736,1,1
2737,1,1
2740,1,1
2754,1,1
2783,1,1
2789,1,1
2797,1,1
2798,1,1
2802,1,1
2807,1,1
2815,0,1
2817,1,1
2821,1,1
2878,1,1
2901,1,1
2939,1,1
2940,1,1
2943,1,1
2960,1,1
2965,1,1
2984,1,1
2993,1,1
2994,1,1
2999,1,1
3013,1,1
3052,0,1
3056,1,1
3057,1,1
3058,1,1
3059,1,1
3063,1,1
3066,0,1
3067,0,1
3068,0,1
3079,1,1
3101,1,1
3124,0,1
3132,1,1
3151,1,1
3152,1,1
3153,1,1
3154,1,1
3185,1,1
3215,1,1
3231,1,1
3232,1,1
3258,1,1
3259,1,1
3261,1,1
3278,1,1
3312,1,1
3314,1,1
3408,1,1
3409,1,1
3417,1,1
3422,1,1
3451,1,1
3452,1,1
3453,1,1
3461,1,1
3462,1,1
3463,1,1
3464,1,1
3469,1,1
3472,1,1
3480,1,1
3481,1,1
3482,1,1
3485,1,1
3486,1,1
3499,1,1
3500,1,1
3501,1,1
3511,0,1
3512,1,1
3516,1,1
3522,1,1
3539,1,1
3589,1,1
3600,1,1
3602,1,1
3605,1,1
3619,1,1
3622,1,1
3623,1,1
3662,1,1
3663,1,1
3665,1,1
3674,1,1
3682,1,1
3683,1,1
3688,1,1
3699,1,1
3777,1,1
3817,1,1
3833,0,1
3842,0,1
3849,0,1
3878,1,1
3892,1,1
3945,1,1
3946,1,1
3947,1,1
3948,1,1
3949,1,1
3950,1,1
3982,1,1
3983,1,1
3984,1,1
3991,1,1
3993,1,1
4006,1,1
4052,1,1
4054,1,1
4068,1,1
4081,0,1
4082,1,1
4083,1,1
4084,1,1
4092,1,1
4116,1,1
4119,1,1
4120,1,1
4125,1,1
4126,1,1
4128,1,1
4134,1,1
4142,1,1
4146,1,1
4151,1,1
4155,1,1
4157,1,1
4159,1,1
4164,1,1
4171,1,1
4183,1,1
4184,1,1
4185,0,1
4187,1,1
4188,1,1
4197,1,1
4201,1,1
4202,1,1
4216,1,1
4218,1,1
4219,0,1
4220,1,1
4221,1,1
4233,0,1
4235,1,1
4253,1,1
4254,1,1
4255,1,1
4256,1,1
4257,1,1
4258,1,1
4259,0,1
4261,1,1
4271,1,1
4272,1,1
4273,1,1
4274,1,1
4275,1,1
4276,1,1
4277,1,1
4278,1,1
4279,1,1
4280,1,1
4281,1,1
4282,1,1
4302,1,1
4310,1,1
4311,1,1
4312,1,1
4319,1,1
4320,1,1
4396,1,1
4442,1,1
4443,1,1
4444,1,1
4445,1,1
4447,1,1
4448,1,1
4449,1,1
4453,1,1
4455,1,1
4456,1,1
4457,1,1
4466,1,1
4467,1,1
4482,1,1
4483,1,1
4495,1,1
4522,1,1
4523,1,1
4524,1,1
4525,1,1
4526,1,1
4538,1,1
4641,1,1
4643,1,1
4652,1,1
4657,1,1
4695,1,1
4696,1,1
4697,1,1
4698,1,1
4699,1,1
4736,1,1
4737,1,1
4738,1,1
4739,1,1
4741,1,1
4754,1,1
4755,1,1
4756,1,1
4757,1,1
4758,1,1
4759,1,1
4760,1,1
4761,1,1
4762,1,1
4763,1,1
4764,1,1
4765,1,1
4766,1,1
4767,1,1
4768,1,1
4769,1,1
4770,1,1
4771,1,1
4772,1,1
4773,1,1
4774,1,1
4775,1,1
4776,1,1
4777,1,1
4799,1,1
4830,0,1
4850,0,1
4919,1,1
4920,1,1
4921,1,1
4922,0,1
4923,1,1
4924,1,1
4925,1,1
4926,1,1
4927,1,1
4928,1,1
4929,1,1
4930,1,1
4931,1,1
4932,1,1
4933,1,1
4934,1,1
4935,1,1
4937,1,1
4938,1,1
4939,1,1
4940,1,1
4941,1,1
4942,1,1
4943,1,1
4944,1,1
4945,1,1
4946,1,1
4947,1,1
4948,1,1
4949,1,1
4950,1,1
4951,1,1
4952,1,1
4953,1,1
4954,1,1
4955,1,1
4956,1,1
4957,1,1
4958,0,1
4959,1,1
4960,1,1
4961,1,1
4962,1,1
4963,1,1
4964,1,1
4965,1,1
4966,1,1
4967,1,1
4968,1,1
4969,1,1
4970,1,1
4971,1,1
4972,1,1
4973,1,1
4974,1,1
4975,1,1
4976,0,1
5004,1,1
5005,1,1
5009,1,1
5010,1,1
5015,1,1
5029,1,1
5030,1,1
5032,1,1
5041,1,1
5044,0,1
5051,1,1
5052,1,1
5053,1,1
5054,1,1
5055,1,1
5056,1,1
5057,1,1
5058,1,1
5059,1,1
5060,1,1
5061,1,1
5062,1,1
5126,1,1
5131,1,1
5152,1,1
5183,1,1
5187,1,1
5206,1,1
5228,0,1
5232,1,1
5246,1,1
5248,1,1
5251,1,1
5252,1,1
5262,1,1
5286,1,1
5287,1,1
5313,1,1
5314,1,1
5317,1,1
5319,1,1
5320,1,1
5337,1,1
5338,0,1
5356,1,1
5357,1,1
5358,1,1
5359,1,1
5367,1,1
5369,1,1
5377,1,1
5379,0,1
5408,1,1
5409,1,1
5418,1,1
5427,1,1
5428,1,1
5429,1,1
5430,1,1
5448,1,1
5449,1,1
5475,1,1
5476,1,1
5491,1,1
5492,1,1
5557,1,1
5563,1,1
5564,1,1
5565,1,1
5570,1,1
5571,1,1
5578,1,1
5581,1,1
5582,1,1
5583,1,1
5584,1,1
5585,1,1
5586,1,1
5587,1,1
5592,1,1
5610,1,1
5614,0,1
5618,1,1
5665,1,1
5666,1,1
5667,1,1
5668,1,1
5676,1,1
5701,1,1
5705,0,1
5712,1,1
5718,1,1
5719,1,1
5720,1,1
5744,1,1
5752,1,1
5766,1,1
5803,1,1
5809,1,1
5818,1,1
5823,1,1
5836,1,1
5843,1,1
5857,1,1
5861,1,1
5891,1,1
5892,1,1
5893,1,1
5894,1,1
5897,1,1
5898,1,1
5899,1,1
5900,1,1
5901,1,1
5902,1,1
5903,1,1
5904,1,1
5905,1,1
5906,1,1
5910,1,1
5911,1,1
5912,1,1
5914,1,1
5915,1,1
5917,1,1
5918,1,1
5919,1,1
5920,1,1
5942,1,1
5945,1,1
5968,1,1
5969,1,1
5970,1,1
5971,1,1
5985,1,1
5993,1,1
5994,1,1
5995,0,1
5996,1,1
5997,1,1
5998,1,1
5999,1,1
6000,1,1
6001,1,1
6002,1,1
6003,1,1
6004,1,1
6007,1,1
6008,1,1
6009,1,1
6010,1,1
6011,1,1
6012,1,1
6043,1,1
6044,1,1
6046,1,1
6054,1,1
6071,1,1
6095,1,1
6124,1,1
6127,1,1
6130,1,1
6131,1,1
6134,1,1
6137,1,1
6138,1,1
6165,1,1
6166,1,1
6190,1,1
6218,1,1
6221,1,1
6222,1,1
6228,1,1
6230,1,1
6234,1,1
6253,1,1
6257,1,1
6261,1,1
6264,1,1
6322,1,1
6323,1,1
6324,1,1
6325,1,1
6327,1,1
6331,1,1
6332,1,1
6333,1,1
6337,1,1
6338,1,1
6340,0,1
6342,1,1
6355,1,1
6367,1,1
6368,1,1
6369,1,1
6370,1,1
6411,1,1
6414,1,1
6416,1,1
6446,1,1
6463,1,1
6470,1,1
6481,1,1
6483,1,1
6484,1,1
6490,1,1
6497,1,1
6501,1,1
6503,1,1
6504,1,1
6516,1,1
6519,1,1
6520,1,1
6522,1,1
6527,1,1
6528,1,1
6542,1,1
6564,1,1
6565,1,1
6566,1,1
6577,0,1
6578,1,1
6579,1,1
6584,1,1
6586,1,1
6589,1,1
6590,1,1
6591,1,1
6592,1,1
6594,1,1
6597,1,1
6636,1,1
6659,1,1
6671,1,1
6697,1,1
6788,1,1
6858,1,1
6882,1,1
6904,1,1
6918,1,1
6999,1,1
7001,0,1
7007,1,1
7009,1,1
7051,1,1
7052,1,1
7064,0,1
7066,1,1
7067,0,1
7070,1,1
7092,0,1
7095,0,1
7179,1,1
7202,1,1
7204,1,1
7238,1,1
7283,1,1
7290,1,1
7291,1,1
7310,1,1
7378,1,1
7395,1,1
7401,1,1
7412,0,1
7413,1,1
7450,0,1
7456,1,1
7466,1,1
7482,1,1
7483,1,1
7484,1,1
7487,1,1
7494,1,1
7495,1,1
7502,1,1
7518,1,1
7531,1,1
7533,1,1
7538,1,1
7572,1,1
7574,0,1
7581,1,1
7582,1,1
7583,1,1
7584,1,1
7585,1,1
7586,1,1
7587,1,1
7588,1,1
7590,1,1
7598,1,1
7600,1,1
7601,1,1
7606,1,1
7607,1,1
7612,1,1
7613,1,1
7661,1,1
7662,1,1
7664,1,1
7665,1,1
7679,0,1
7689,1,1
7715,1,1
7742,1,1
7758,1,1
7775,1,1
7814,1,1
7877,1,1
7879,0,1
7886,1,1
7887,0,1
7891,1,1
7892,1,1
7893,1,1
7899,1,1
7900,1,1
7904,1,1
7909,1,1
7910,1,1
7911,1,1
7928,0,1
7929,1,1
7945,1,1
7949,1,1
7952,1,1
7953,1,1
7957,0,1
7958,1,1
7959,0,1
7972,1,1
7978,1,1
7979,1,1
7980,1,1
7993,1,1
7997,1,1
8000,1,1
8084,1,1
8123,1,1
8130,1,1
8133,1,1
8137,1,1
8217,1,1
8218,1,1
8233,1,1
8238,1,1
8253,1,1
8255,1,1
8260,1,1
8261,1,1
8264,1,1
8346,0,1
8353,1,1
8354,1,1
8355,1,1
8363,1,1
8383,1,1
8384,1,1
8385,0,1
8386,0,1
8387,0,1
8388,0,1
8389,0,1
8390,0,1
8391,0,1
8392,0,1
8393,0,1
8401,1,1
8402,1,1
8412,1,1
8413,1,1
8454,1,1
8455,1,1
8458,1,1
8464,1,1
8486,1,1
8487,1,1
8488,1,1
8497,1,1
8498,1,1
8511,1,1
8512,1,1
8513,1,1
8514,1,1
8515,1,1
8516,1,1
8522,1,1
8527,1,1
8528,1,1
8529,1,1
8530,1,1
8531,1,1
8532,1,1
8533,1,1
8553,1,1
8574,1,1
8576,1,1
8577,1,1
8579,1,1
8580,1,1
8585,1,1
8586,1,1
8587,1,1
8588,1,1
8589,1,1
8590,1,1
8591,1,1
8592,1,1
8593,1,1
8594,1,1
8595,1,1
8596,1,1
8597,1,1
8598,1,1
8599,1,1
8600,1,1
8601,1,1
8602,1,1
8603,1,1
8604,1,1
8605,1,1
8606,1,1
8607,1,1
8610,1,1
8611,1,1
8612,1,1
8615,1,1
8616,1,1
8617,1,1
8618,1,1
8619,1,1
8620,1,1
8621,1,1
8624,1,1
8642,1,1
8646,1,1
8647,1,1
8648,1,1
8649,1,1
8652,1,1
8672,1,1
8676,1,1
8679,1,1
8687,1,1
8706,1,1
8720,1,1
8722,1,1
8724,1,1
8725,1,1
8726,1,1
8727,1,1
8728,1,1
8729,1,1
8730,1,1
8731,1,1
8732,1,1
8733,1,1
8737,1,1
8738,1,1
8739,1,1
8740,1,1
8747,1,1
8748,1,1
8749,1,1
8750,1,1
8751,1,1
8752,1,1
8753,1,1
8754,1,1
8756,1,1
8760,1,1
8762,1,1
8763,1,1
8766,1,1
8767,1,1
8776,1,1
8778,1,1
8779,1,1
8780,0,1
8794,1,1
8795,1,1
8796,1,1
8797,1,1
8804,1,1
8805,1,1
8806,1,1
8810,1,1
8811,1,1
8812,1,1
8813,1,1
8814,1,1
8815,1,1
8816,1,1
8817,1,1
8818,1,1
8822,1,1
8823,1,1
8824,1,1
8825,1,1
8838,1,1
8851,1,1
8854,1,1
8857,1,1
8865,1,1
8893,1,1
8911,1,1
8953,1,1
8954,1,1
8959,1,1
8960,1,1
8967,1,1
8998,1,1
9001,1,1
9005,1,1
9056,1,1
9117,1,1
9281,1,1
9440,1,1
9441,1,1
9470,1,1
9474,1,1
9545,1,1
9574,1,1
9925,1,1
9926,1,1
9942,1,1
9943,1,1
9945,1,1
9946,1,1
9947,1,1
9948,1,1
10000,1,1
10001,1,1
10002,1,1
10003,1,1
10004,1,1
10005,1,1
10006,1,1
10007,1,1
10008,1,1
10009,1,1
10010,1,1
10011,1,1
10012,1,1
10013,1,1
10014,1,1
10015,1,1
10016,1,1
10017,1,1
10018,1,1
10019,1,1
10020,1,1
10021,1,1
10022,1,1
10023,1,1
10036,1,1
10049,1,1
10051,1,1
10052,1,1
10054,1,1
10056,0,1
10057,1,1
10058,1,1
10059,1,1
10060,1,1
10062,1,1
10070,1,1
10078,1,1
10079,1,1
10096,1,1
10121,1,1
10122,1,1
10123,1,1
10125,1,1
10126,1,1
10127,1,1
10128,1,1
10130,1,1
10131,1,1
10132,1,1
10133,1,1
10135,1,1
10137,1,1
10139,1,1
10141,1,1
10143,1,1
10146,1,1
10152,1,1
10153,1,1
10156,1,1
10157,1,1
10158,1,1
10166,1,1
10167,1,1
10169,1,1
10170,1,1
10194,1,1
10195,1,1
10197,1,1
10199,1,1
10200,1,1
10201,1,1
10227,1,1
10231,1,1
10236,1,1
10410,1,1
10442,1,1
10551,1,1
10673,1,1
10674,1,1
10675,1,1
10676,1,1
10677,1,1
10678,1,1
10679,1,1
10680,1,1
10681,1,1
10684,1,1
10685,1,1
10686,1,1
10687,1,1
10688,1,1
10689,1,1
10690,1,1
10691,1,1
10692,1,1
10693,1,1
10694,1,1
10695,1,1
10696,1,1
10697,1,1
10698,1,1
10699,1,1
10700,1,1
10701,1,1
10702,1,1
10703,1,1
10704,1,1
10705,1,1
10706,1,1
10707,1,1
10708,1,1
10709,1,1
10710,1,1
10711,1,1
10712,1,1
10713,1,1
10714,1,1
10715,1,1
10716,1,1
10717,1,1
10718,1,1
10719,1,1
10720,1,1
10721,1,1
10722,1,1
10723,1,1
10724,1,1
10725,1,1
10726,1,1
10727,1,1
10728,1,1
10729,1,1
10730,1,1
10731,1,1
10732,1,1
10733,1,1
10734,1,1
10735,1,1
10737,1,1
10761,1,1
10762,1,1
10763,1,1
10764,1,1
10765,1,1
10850,1,1
10851,1,1
10852,1,1
10853,1,1
10854,1,1
10855,1,1
10856,1,1
10857,1,1
10858,1,1
10859,1,1
10860,1,1
10861,1,1
10862,1,1
10863,1,1
10864,1,1
10865,1,1
10866,1,1
10867,1,1
10868,1,1
10869,1,1
10870,1,1
10871,1,1
10872,1,1
10873,1,1
10874,1,1
10875,1,1
10876,1,1
10877,1,1
10878,1,1
10879,1,1
10880,1,1
10881,1,1
10882,1,1
10883,1,1
10884,1,1
10885,1,1
10886,1,1
10887,1,1
10888,1,1
10889,1,1
10891,1,1
10892,1,1
10901,1,1
10903,1,1
10905,1,1
10908,1,1
10912,1,1
10913,1,1
10914,1,1
10920,1,1
10935,1,1
10936,1,1
10937,1,1
10938,1,1
10939,1,1
10940,1,1
10941,1,1
10942,1,1
10943,1,1
10944,1,1
10945,1,1
10946,1,1
10947,1,1
10948,1,1
10949,1,1
10950,1,1
10951,1,1
10952,1,1
10953,1,1
10954,1,1
10955,1,1
10956,1,1
10957,1,1
10958,1,1
10959,1,1
10960,1,1
10961,1,1
10962,1,1
10963,1,1
10964,1,1
10965,1,1
10966,1,1
10967,1,1
10968,1,1
10969,1,1
10970,1,1
10971,1,1
10972,1,1
10973,1,1
10974,1,1
10975,1,1
10976,1,1
10977,1,1
10978,1,1
10979,1,1
10980,1,1
10981,1,1
10982,1,1
10983,1,1
10984,1,1
10985,1,1
10986,1,1
10987,1,1
10988,1,1
10989,1,1
10990,1,1
10991,1,1
10992,1,1
10993,1,1
10994,1,1
10995,1,1
10996,1,1
10997,1,1
10998,1,1
10999,1,1
11000,1,1
11001,1,1
11195,1,1
11197,0,1
11199,1,1
11245,1,1
11371,1,1
11377,1,1
11379,1,1
11539,0,1
11558,1,1
11582,1,1
11583,1,1
11584,1,1
11655,1,1
11656,1,1
11657,1,1
11658,1,1
11659,0,1
11660,0,1
11661,0,1
11662,0,1
11663,0,1
11664,0,1
11665,0,1
11671,1,1
11672,1,1
11693,1,1
11707,0,1
11746,0,1
11747,0,1
11748,0,1
11749,0,1
11750,0,1
11751,0,1
11760,1,1
11763,1,1
11765,1,1
11779,1,1
11782,1,1
11795,1,1
11797,1,1
11826,1,1
11842,1,1
11843,1,1
11844,1,1
11845,1,1
11846,1,1
11848,1,1
11849,1,1
11850,1,1
11851,1,1
11852,1,1
11853,1,1
11854,1,1
11855,1,1
11856,1,1
11858,1,1
11860,1,1
11861,1,1
11862,1,1
11863,1,1
11864,1,1
11865,1,1
11866,1,1
11867,1,1
11868,1,1
11869,1,1
11870,1,1
11871,1,1
11872,1,1
11873,1,1
11874,1,1
11875,1,1
11876,1,1
11877,1,1
11878,1,1
11879,1,1
11880,1,1
11881,1,1
11882,1,1
11883,1,1
11884,1,1
11885,1,1
11886,1,1
11887,1,1
11888,1,1
11889,1,1
11890,1,1
11891,1,1
11892,1,1
11893,1,1
11894,1,1
11895,1,1
11896,1,1
11897,1,1
11898,1,1
11899,1,1
11900,1,1
11901,1,1
11902,1,1
11903,1,1
11904,1,1
11905,1,1
11907,1,1
11908,1,1
11909,1,1
11910,1,1
11911,1,1
11912,1,1
11913,1,1
11914,1,1
11915,1,1
11917,1,1
11919,1,1
11921,1,1
11923,1,1
11924,1,1
11925,1,1
11926,1,1
11927,1,1
11928,1,1
11929,1,1
11930,1,1
11931,1,1
11932,1,1
11933,1,1
11934,1,1
11935,1,1
11936,1,1
11937,1,1
11938,1,1
11939,1,1
11940,1,1
11941,1,1
11942,1,1
11960,1,1
11975,1,1
12245,1,1
12493,1,1
12772,1,1
12781,1,1
12814,1,1
12855,1,1
12864,1,1
12866,1,1
12880,1,1
13574,1,1
13654,1,1
13655,1,1
13656,1,1
13698,1,1
13915,1,1
13938,1,1
13945,1,1
13989,1,1
14016,1,1
14017,1,1
14018,1,1
14019,1,1
14020,1,1
14021,1,1
14022,1,1
14024,1,1
14025,1,1
14026,1,1
14027,1,1
14028,1,1
14030,1,1
14033,1,1
14041,1,1
14045,1,1
14081,1,1
14094,0,1
14100,0,1
14104,0,1
14105,1,1
14106,1,1
14107,1,1
14112,1,1
14113,1,1
14125,1,1
14126,1,1
14128,0,1
14131,1,1
14132,1,1
14137,1,1
14138,1,1
14140,1,1
14143,1,1
14144,1,1
14151,1,1
14162,1,1
14166,0,1
14196,0,1
14205,1,1
14206,1,1
14209,1,1
14217,1,1
14236,1,1
14245,0,1
14255,1,1
14286,1,1
14288,1,1
14305,1,1
14306,1,1
14334,1,1
14335,1,1
14368,1,1
14370,1,1
14390,1,1
14391,1,1
14392,1,1
14393,1,1
14437,1,1
14445,1,1
14447,1,1
14448,1,1
14477,1,1
14480,1,1
14483,0,1
14493,1,1
14494,1,1
14495,1,1
14551,1,1
14557,1,1
14562,0,1
14577,1,1
14578,1,1
14587,0,1
14588,0,1
14590,0,1
14591,1,1
14601,1,1
14616,1,1
14626,1,1
14628,1,1
14629,1,1
14632,1,1
14633,1,1
14634,1,1
14635,1,1
14637,1,1
14640,1,1
14641,1,1
14642,1,1
14646,0,1
14675,0,1
14679,1,1
14681,1,1
14682,1,1
14695,1,1
14701,1,1
14707,1,1
14709,1,1
14710,1,1
14717,1,1
14736,1,1
14738,1,1
14739,1,1
14771,1,1
14772,1,1
14790,0,1
14793,1,1
14794,1,1
14795,1,1
14796,1,1
14799,1,1
14820,1,1
14825,1,1
14827,1,1
14829,1,1
14833,1,1
14844,1,1
14846,1,1
14848,1,1
14856,0,1
14915,1,1
14916,1,1
14917,1,1
14918,1,1
14922,0,1
14932,0,1
14958,0,1
14983,1,1
14985,1,1
14986,1,1
14987,1,1
14988,0,1
14989,1,1
15036,0,1
15076,0,1
15088,0,1
15120,0,1
15130,0,1
15142,0,1
15157,0,1
15166,0,1
15168,0,1
15171,0,1
15186,0,1
15208,0,1
15213,0,1
15216,0,1
15219,1,1
15220,1,1
15221,1,1
15222,1,1
15223,1,1
15224,1,1
15234,1,1
15237,1,1
15238,1,1
15240,1,1
15242,1,1
15243,1,1
15245,1,1
15246,1,1
15247,1,1
15249,1,1
15250,0,1
15252,0,1
15254,0,1
15270,0,1
15282,0,1
15322,0,1
15325,0,1
15348,0,1
15358,0,1
15396,0,1
15400,0,1
15406,0,1
15420,0,1
15426,0,1
15440,1,1
15441,1,1
15443,1,1
15445,1,1
15446,1,1
15447,1,1
15448,1,1
15450,0,1
15478,0,1
15493,0,1
15510,0,1
15516,0,1
15518,1,1
15521,1,1
15522,0,1
15528,1,1
15530,0,1
15531,1,1
15535,0,1
15536,1,1
15538,0,1
15540,1,1
15552,1,1
15559,1,1
15562,1,1
15564,0,1
15565,1,1
15582,0,1
15586,0,1
15648,0,1
15658,0,1
15660,0,1
15661,0,1
15670,0,1
15700,0,1
15712,0,1
15717,0,1
15726,0,1
15736,0,1
15752,0,1
15760,0,1
15790,0,1
15802,0,1
15816,0,1
15828,0,1
15835,0,1
15846,0,1
15852,0,1
15862,0,1
15868,0,1
15878,0,1
15885,0,1
15910,1,1
15912,0,1
15918,0,1
15928,0,1
15930,0,1
15946,0,1
15966,0,1
15967,0,1
15972,0,1
15978,0,1
15993,1,1
15997,0,1
16000,0,1
16028,1,1
16029,1,1
16042,0,1
16050,0,1
16051,1,1
16053,0,1
16056,0,1
16061,1,1
16064,1,1
16080,0,1
16084,1,1
16110,0,1
16116,1,1
16127,1,1
16128,0,1
16129,1,1
16132,0,1
16137,1,1
16143,0,1
16152,1,1
16156,0,1
16167,0,1
16168,0,1
16169,1,1
16180,0,1
16198,1,1
16200,1,1
16208,1,1
16218,1,1
16221,0,1
16223,1,1
16231,0,1
16236,0,1
16240,0,1
16241,1,1
16258,0,1
16275,0,1
16323,0,1
16724,1,1
16729,1,1
16742,1,1
16743,1,1
16744,1,1
16745,1,1
16746,1,1
16747,1,1
16748,1,1
16749,1,1
16754,1,1
16755,1,1
16756,1,1
16757,1,1
16758,1,1
16759,1,1
16760,1,1
16761,1,1
16766,1,1
16767,1,1
16768,1,1
16769,1,1
16777,1,1
16778,1,1
16779,1,1
16780,1,1
16781,1,1
16789,1,1
16790,1,1
16791,1,1
16792,1,1
16793,1,1
16802,1,1
16803,1,1
16804,1,1
16805,1,1
16813,1,1
16814,1,1
16815,1,1
16816,1,1
16817,1,1
16825,1,1
16826,1,1
16827,1,1
16828,1,1
16829,1,1
16838,1,1
16839,1,1
16840,1,1
16841,1,1
16850,1,1
16851,1,1
16852,1,1
16853,1,1
16861,1,1
16862,1,1
16863,1,1
16864,1,1
16873,1,1
16874,1,1
16875,1,1
16876,1,1
16885,1,1
16886,1,1
16887,1,1
16888,1,1
16897,1,1
16898,1,1
16899,1,1
16900,1,1
16910,1,1
16911,1,1
16912,1,1
16921,1,1
16922,1,1
16923,1,1
16924,1,1
16933,1,1
16934,1,1
16935,1,1
16936,1,1
16945,1,1
16946,1,1
16947,1,1
16948,1,1
16957,1,1
16958,1,1
16959,1,1
16960,1,1
16969,1,1
16970,1,1
16971,1,1
16972,1,1
16982,1,1
16983,1,1
16984,1,1
16985,1,1
16993,1,1
16994,1,1
16995,1,1
16996,1,1
17005,1,1
17006,1,1
17007,1,1
17008,1,1
17010,1,1
17017,1,1
